ProcessID,count,NewProcessName,ProcessName,Application
0x0000000000002514,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000251c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024ec,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000024c0,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
6000,6,,,
0x00000000000014e4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000025d4,6,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x00000000000025a0,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000025b0,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x00000000000025b4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000025b8,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002570,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002588,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\svchost.exe,
6288,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
6192,6,,,
6128,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
6068,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000007bc,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000784,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001630,6,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x00000000000023c4,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x000000000000249c,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x000000000000246c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002428,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002430,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000002444,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000163c,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
6500,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
6344,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000024b0,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000024b8,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000015b4,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x00000000000015c8,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\taskhostw.exe,
0x0000000000001574,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000157c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000158c,6,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,
0x0000000000002490,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002bc8,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002ba8,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000a90,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
5804,6,,,
5832,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
5792,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
5664,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000024a8,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000011b4,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000011c0,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\wevtutil.exe,
0x000000000000118c,6,C:\Windows\System32\gpupdate.exe,C:\Windows\System32\gpupdate.exe,
0x000000000000113c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001158,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
10728,6,,,\device\harddiskvolume3\windows\system32\sppextcomobj.exe
10648,6,,,\device\harddiskvolume3\windows\system32\sihclient.exe
10584,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3356,6,,,
3368,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3392,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3280,6,,,
3184,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3240,6,,,
3088,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3092,6,,,
0x00000000000016ec,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
7072,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6996,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6952,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
6848,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6884,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
6736,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
2876,6,,,
0x0000000000002364,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000002370,6,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24010.12-0\MpCmdRun.exe,
0x0000000000002384,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000234c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000022c4,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000022a0,6,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x00000000000022a4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002278,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,
740,6,,,
724,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7264,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000000634,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000658,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001730,6,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x000000000000173c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000210c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001764,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001740,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
7788,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7532,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7536,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7412,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7448,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
7476,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002234,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x000000000000223c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000021f8,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000220c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002198,6,C:\Windows\System32\MusNotification.exe,C:\Windows\System32\MusNotification.exe,
0x0000000000002178,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x000000000000218c,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\svchost.exe,
0x0000000000002130,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\svchost.exe,
10548,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000125c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3748,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
3656,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
3668,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
6692,6,,,\device\harddiskvolume3\windows\system32\sppextcomobj.exe
0x0000000000000680,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000690,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
11120,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
11016,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
10792,6,,,
1080,6,,,
3116,6,,,
0x0000000000000dac,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000000d60,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000d68,6,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\sppsvc.exe,
0x0000000000000f1c,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000000f28,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\taskhostw.exe,
0x0000000000001114,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
0x0000000000001128,6,C:\Windows\System32\PING.EXE,C:\Windows\System32\PING.EXE,
0x000000000000112c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001108,6,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\CompatTelRunner.exe,
0x00000000000010cc,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
11100,6,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\edgeupdate\microsoftedgeupdate.exe
8144,6,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000000e18,6,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,
264,6,,,
2560,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
2584,6,,,
2612,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
2620,6,,,
2540,6,,,
0x00000000000020d8,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000020b0,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000017f0,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\wevtutil.exe,
0x0000000000000478,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
8276,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8244,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8248,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8140,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9916,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000140,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000015c,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x000000000000017c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000000070,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000000f54,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
2052,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8496,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000304,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x000000000000030c,6,C:\Windows\System32\sppsvc.exe,C:\Windows\System32\sppsvc.exe,
0x00000000000019dc,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001a8c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.21\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.21\MicrosoftEdgeUpdateComRegisterShell64.exe,
0x0000000000001a6c,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x0000000000001a0c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
9928,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9912,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
9452,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9396,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
940,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9436,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9348,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9356,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
9284,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x000000000000026c,6,C:\Windows\System32\winlogon.exe,Advapi,
0x0000000000000ff8,6,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,
0x000000000000101c,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
1336,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
1348,6,,,\device\harddiskvolume3\windows\system32\sihclient.exe
1308,6,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
1312,6,,,
1164,6,,,
1236,6,,,
0x0000000000001358,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002a20,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000002a28,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000002a04,6,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x00000000000029cc,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000029d4,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x00000000000029c0,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000029c4,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001ce8,6,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001c84,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001950,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001920,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001a9c,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4684,6,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
0x0000000000000ae8,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001368,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001dd4,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001d90,6,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Program Files\RUXIM\PLUGScheduler.exe,
0x0000000000001d70,6,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000001d38,6,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001d44,6,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001d54,6,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\wevtutil.exe,
0x0000000000001d0c,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001ce0,6,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\backgroundTaskHost.exe,
8376,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8424,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8432,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
8340,6,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001e80,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001df8,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001e00,6,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
0x0000000000001dc8,6,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001a78,5,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000009ac,5,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x00000000000019e4,5,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000001a4,5,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000019c0,5,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\taskhostw.exe,
0x0000000000001ac0,5,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,
9648,5,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
9488,5,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000197c,5,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
